time_min,eATP_explants_no_hydrolysis_nM
19.200000000000003,0.8179912336703095
19.3,0.8226525296726528
19.400000000000002,0.8273380401996839
19.5,0.8320477652514024
19.6,0.8367817048278086
19.700000000000003,0.8415398589289023
19.8,0.8463222275546831
19.900000000000002,0.8511288107051518
20.0,0.8559596083803077
20.1,0.8608146205801513
20.200000000000003,0.8656938473046825
20.3,0.8705972885539008
20.400000000000002,0.875524944327807
20.5,0.8804768146264005
20.6,0.8854528994496816
20.700000000000003,0.8904531987976502
20.8,0.8954777126703062
20.900000000000002,0.9005264410676498
21.0,0.9055993839896807
21.1,0.9106965414363992
21.200000000000003,0.9158179134078054
21.3,0.9209634999038989
21.400000000000002,0.9261333009246799
21.5,0.9313273164701483
21.6,0.9365455465403045
21.700000000000003,0.9417879911351481
21.8,0.9470546502546789
21.900000000000002,0.9523455238988976
22.0,0.9576606120678035
22.1,0.9629999147613971
22.200000000000003,0.9683634319796782
22.3,0.9737511637226467
22.400000000000002,0.9791631099903028
22.5,0.9845992707826462
22.6,0.9900596460996772
22.700000000000003,0.9955442359413958
22.8,1.0010530403078017
22.900000000000002,1.0065860591988953
23.0,1.0121432926146763
23.1,1.0177247405551448
23.200000000000003,1.023330403020301
23.3,1.0289602800101443
23.400000000000002,1.0346143715246754
23.5,1.0402926775638939
23.6,1.0459951981278
23.700000000000003,1.0517219332163936
23.8,1.0574728828296744
23.900000000000002,1.063248046967643
24.0,1.0690474256302989
24.1,1.0748710188176425
24.200000000000003,1.0807188265296737
24.3,1.086590848766392
24.400000000000002,1.0924870855277982
24.5,1.0984075368138915
24.6,1.1043522026246726
24.700000000000003,1.1103210829601413
24.8,1.1163141778202972
24.900000000000002,1.1223314872051406
25.0,1.1283730111146715
25.1,1.1344387495488901
25.200000000000003,1.1405287025077961
25.3,1.1466428699913895
25.400000000000002,1.1527812519996705
25.5,1.158943848532639
25.6,1.1651306595902953
25.700000000000003,1.1713416851726386
25.8,1.1775769252796695
25.900000000000002,1.183836379911388
26.0,1.1901200490677941
26.1,1.1964279327488874
26.200000000000003,1.2027600309546687
26.3,1.209116343685137
26.400000000000002,1.2154968709402931
26.5,1.2219016127201363
26.6,1.2283305690246675
26.700000000000003,1.234783739853886
26.8,1.2412611252077919
26.900000000000002,1.2477627250863854
27.0,1.2542885394896663
27.1,1.2608385684176349
27.200000000000003,1.267412811870291
27.3,1.2740112698476342
27.400000000000002,1.2806339423496653
27.5,1.2872808293763836
27.6,1.2939519309277898
27.700000000000003,1.3006472470038832
27.8,1.3073667776046642
27.900000000000002,1.3141105227301328
28.0,1.3208784823802886
28.1,1.3276706565551322
28.200000000000003,1.334487045254663
28.3,1.3413276484788814
28.400000000000002,1.3481924662277875
28.5,1.3550814985013808
28.6,1.361994745299662
28.700000000000003,1.3689322066226306
28.8,1.3758938824702864
28.900000000000002,1.3828797728426299
29.0,1.3898898777396607
29.1,1.3969241971613793
29.200000000000003,1.4039827311077855
29.3,1.4110654795788786
29.400000000000002,1.4181724425746598
29.5,1.425303620095128
29.6,1.432459012140284
29.700000000000003,1.4396386187101275
29.8,1.4468424398046584
29.900000000000002,1.454070475423877
30.0,1.4613227255677828
30.1,1.4685991902363764
30.200000000000003,1.4758998694296575
30.3,1.4832247631476256
30.400000000000002,1.4905738713902816
30.5,1.497947194157625
30.6,1.5053447314496562
30.700000000000003,1.5127664832663745
30.8,1.5202124496077805
30.900000000000002,1.527682630473874
31.0,1.5351770258646547
31.1,1.5426956357801231
31.200000000000003,1.5502384602202792
31.3,1.5578054991851227
31.400000000000002,1.5653967526746537
31.5,1.573012220688872
31.6,1.580651903227778
31.700000000000003,1.5883158002913715
31.8,1.5960039118796523
31.900000000000002,1.6037162379926209
32.0,1.6114527786302766
32.1,1.6192135337926201
32.2,1.626998503479651
32.300000000000004,1.6348076876913695
32.4,1.6426410864277752
32.5,1.6504986996888686
32.6,1.6583805274746497
32.7,1.6662865697851184
32.800000000000004,1.6742168266202744
32.9,1.6821712979801173
33.0,1.6901499838646483
33.1,1.698152884273867
33.2,1.7061799992077729
33.300000000000004,1.7142313286663664
33.4,1.7223068726496469
33.5,1.7304066311576154
33.6,1.7385306041902713
33.7,1.7466787917476152
33.800000000000004,1.754851193829646
33.9,1.7630478104363638
34.0,1.77126864156777
34.1,1.7795136872238637
34.2,1.7877829474046445
34.300000000000004,1.796076422110113
34.4,1.8043941113402686
34.5,1.812736015095112
34.6,1.821102133374643
34.7,1.8294924661788614
34.800000000000004,1.8379070135077675
34.9,1.8463457753613606
35.0,1.8548087517396417
35.1,1.86329594264261
35.2,1.8718073480702662
35.300000000000004,1.8803429680226098
35.4,1.88890280249964
35.5,1.8974868515013585
35.6,1.9060951150277645
35.7,1.914727593078858
35.800000000000004,1.923384285654639
35.9,1.9320651927551071
36.0,1.940770314380263
36.1,1.9494996505301065
36.2,1.9582532012046376
36.300000000000004,1.967030966403856
36.4,1.9758329461277613
36.5,1.984659140376355
36.6,1.993509549149636
36.7,2.0023841724476044
36.800000000000004,2.0112830102702604
36.9,2.0202060626176035
37.0,2.0291533294896347
37.1,2.0381248108863526
37.2,2.047120506807759
37.300000000000004,2.0561404172538524
37.4,2.0651845422246327
37.5,2.0742528817201014
37.6,2.0833454357402577
37.7,2.0924622042851007
37.800000000000004,2.101603187354632
37.9,2.11076838494885
38.0,2.1199577970677557
38.1,2.129171423711349
38.2,2.1384092648796305
38.300000000000004,2.1476713205725986
38.400000000000006,2.1569575907902543
38.5,2.1662680755325976
38.6,2.1756027747996285
38.7,2.184961688591347
38.800000000000004,2.194344816907753
38.900000000000006,2.2037521597488468
39.0,2.2131837171146267
39.1,2.222639489005095
39.2,2.2321194754202516
39.300000000000004,2.2416236763600947
39.400000000000006,2.2511520918246255
39.5,2.260704721813844
39.6,2.27028156632775
39.7,2.279882625366343
39.800000000000004,2.289507898929624
39.900000000000006,2.2991573870175923
40.0,2.3088310896302477
40.1,2.3185290067675917
40.2,2.3282511384296223
40.300000000000004,2.337997484616341
40.400000000000006,2.347768045327747
40.5,2.3575628205638397
40.6,2.3673818103246207
40.7,2.377225014610089
40.800000000000004,2.387092433420245
40.900000000000006,2.3969840667550883
41.0,2.406899914614619
41.1,2.4168399769988373
41.2,2.4268042539077435
41.300000000000004,2.4367927453413367
41.400000000000006,2.4468054512996176
41.5,2.4568423717825856
41.6,2.4669035067902416
41.7,2.4769888563225853
41.800000000000004,2.487098420379616
41.900000000000006,2.4972321989613344
42.0,2.5073901920677395
42.1,2.517572399698833
42.2,2.5277788218546138
42.300000000000004,2.5380094585350825
42.400000000000006,2.5482643097402384
42.5,2.5585433754700815
42.6,2.5688466557246126
42.7,2.579174150503831
42.800000000000004,2.5895258598077366
42.900000000000006,2.59990178363633
43.0,2.61030192198961
43.1,2.620726274867579
43.2,2.631174842270235
43.300000000000004,2.6416476241975784
43.400000000000006,2.6521446206496093
43.5,2.662665831626327
43.6,2.6732112571277327
43.7,2.6837808971538264
43.800000000000004,2.6943747517046073
43.900000000000006,2.7049928207800757
44.0,2.715635104380231
44.1,2.7263016025050746
44.2,2.7369923151546054
44.300000000000004,2.7477072423288242
44.400000000000006,2.75844638402773
44.5,2.7692097402513225
44.6,2.7799973109996037
44.7,2.790809096272572
44.800000000000004,2.801645096070228
44.900000000000006,2.8125053103925715
45.0,2.8233897392396017
