time_flux_min,Jefflux_nM_per_min,time_eATP_min,eATP_no_hydrolysis_nM
0.0,0.0,0.0,0.3716691146303277
0.1,0.00024214524687499002,0.1,0.37168122189267144
0.2,0.00048429049374998004,0.2,0.3717175436797027
0.30000000000000004,0.0007264357406249702,0.30000000000000004,0.37177807999142143
0.4,0.0009685809874999601,0.4,0.3718628308278277
0.5,0.00121072623437495,0.5,0.37197179618892146
0.6000000000000001,0.0014528714812499404,0.6000000000000001,0.37210497607470266
0.7000000000000001,0.0016950167281249303,0.7000000000000001,0.3722623704851714
0.8,0.0019371619749999202,0.8,0.37244397942032764
0.9,0.00217930722187491,0.9,0.3726498028801714
1.0,0.0024214524687499,1.0,0.37287984086470266
1.1,0.0026635977156248903,1.1,0.3731340933739214
1.2000000000000002,0.002905742962499881,1.2000000000000002,0.3734125604078276
1.3,0.0031478882093748705,1.3,0.37371524196642136
1.4000000000000001,0.0033900334562498606,1.4000000000000001,0.3740421380497026
1.5,0.0036321787031248502,1.5,0.3743932486576713
1.6,0.0038743239499998403,1.6,0.3747685737903276
1.7000000000000002,0.004116469196874831,1.7000000000000002,0.3751681134476713
1.8,0.00435861444374982,1.8,0.37559186762970254
1.9000000000000001,0.00460075969062481,1.9000000000000001,0.3760398363364213
2.0,0.0048429049374998,2.0,0.3765120195678275
2.1,0.00508505018437479,2.1,0.3770084173239212
2.2,0.0053271954312497805,2.2,0.37752902960470247
2.3000000000000003,0.005569340678124771,2.3000000000000003,0.3780738564101712
2.4000000000000004,0.005811485924999762,2.4000000000000004,0.3786428977403274
2.5,0.006053631171874751,2.5,0.37923615359517115
2.6,0.006295776418749741,2.6,0.37985362397470235
2.7,0.006537921665624731,2.7,0.3804953088789211
2.8000000000000003,0.006780066912499721,2.8000000000000003,0.3811612083078273
2.9000000000000004,0.007022212159374711,2.9000000000000004,0.38185132226142104
3.0,0.0072643574062497005,3.0,0.3825656507397023
3.1,0.007506502653124691,3.1,0.383304193742671
3.2,0.007748647899999681,3.2,0.3840669512703272
3.3000000000000003,0.007990793146874672,3.3000000000000003,0.38485392332267093
3.4000000000000004,0.008232938393749662,3.4000000000000004,0.38566510989970215
3.5,0.00847508364062465,3.5,0.38650051100142085
3.6,0.00871722888749964,3.6,0.38736012662782704
3.7,0.00895937413437463,3.7,0.38824395677892076
3.8000000000000003,0.00920151938124962,3.8000000000000003,0.38915200145470197
3.9000000000000004,0.009443664628124612,3.9000000000000004,0.3900842606551707
4.0,0.0096858098749996,4.0,0.3910407343803269
4.1000000000000005,0.009927955121874592,4.1000000000000005,0.3920214226301706
4.2,0.01017010036874958,4.2,0.39302632540470184
4.3,0.010412245615624571,4.3,0.3940554427039205
4.4,0.010654390862499561,4.4,0.3951087745278267
4.5,0.010896536109374551,4.5,0.3961863208764204
4.6000000000000005,0.011138681356249541,4.6000000000000005,0.39728808174970165
4.7,0.011380826603124531,4.7,0.39841405714767036
4.800000000000001,0.011622971849999523,4.800000000000001,0.39956424707032656
4.9,0.011865117096874512,4.9,0.40073865151767024
5.0,0.012107262343749502,5.0,0.40193727048970146
5.1000000000000005,0.012349407590624492,5.1000000000000005,0.40316010398642016
5.2,0.012591552837499482,5.2,0.40440715200782634
5.300000000000001,0.012833698084374472,5.300000000000001,0.40567841455392006
5.4,0.013075843331249462,5.4,0.40697389162470127
5.5,0.01331798857812445,5.5,0.40829358322016995
5.6000000000000005,0.013560133824999442,5.6000000000000005,0.4096374893403261
5.7,0.01380227907187443,5.7,0.41100560998516983
5.800000000000001,0.014044424318749422,5.800000000000001,0.412397945154701
5.9,0.014286569565624413,5.9,0.41381449484891974
6.0,0.014528714812499401,6.0,0.4152552590678259
6.1000000000000005,0.014770860059374393,6.1000000000000005,0.4167202378114196
6.2,0.015013005306249381,6.2,0.41820943107970077
6.300000000000001,0.015255150553124373,6.300000000000001,0.4197228388726695
6.4,0.015497295799999361,6.4,0.4212604611903257
6.5,0.01573944104687435,6.5,0.42282229803266935
6.6000000000000005,0.015981586293749343,6.6000000000000005,0.4244083493997005
6.7,0.01622373154062433,6.7,0.4260186152914192
6.800000000000001,0.016465876787499324,6.800000000000001,0.4276530957078254
6.9,0.016708022034374312,6.9,0.4293117906489191
7.0,0.0169501672812493,7.0,0.43099470011470026
7.1000000000000005,0.017192312528124292,7.1000000000000005,0.43270182410516894
7.2,0.01743445777499928,7.2,0.4344331626203251
7.300000000000001,0.017676603021874272,7.300000000000001,0.4361887156601688
7.4,0.01791874826874926,7.4,0.43796848322469994
7.5,0.018160893515624252,7.5,0.43977246531391867
7.6000000000000005,0.01840303876249924,7.6000000000000005,0.4416006619278248
7.7,0.018645184009374233,7.7,0.4434530730664185
7.800000000000001,0.018887329256249225,7.800000000000001,0.4453296987296997
7.9,0.019129474503124213,7.9,0.44723053891766834
8.0,0.0193716197499992,8.0,0.44915559363032453
8.1,0.01961376499687419,8.1,0.45110486286766815
8.200000000000001,0.019855910243749185,8.200000000000001,0.45307834662969937
8.3,0.020098055490624173,8.3,0.455076044916418
8.4,0.02034020073749916,8.4,0.4570979577278242
8.5,0.02058234598437415,8.5,0.45914408506391785
8.6,0.020824491231249142,8.6,0.461214426924699
8.700000000000001,0.021066636478124134,8.700000000000001,0.4633089833101677
8.8,0.021308781724999122,8.8,0.46542775422032384
8.9,0.021550926971874114,8.9,0.4675707396551675
9.0,0.021793072218749102,9.0,0.4697379396146987
9.1,0.02203521746562409,9.1,0.4719293540989173
9.200000000000001,0.022277362712499083,9.200000000000001,0.4741449831078235
9.3,0.022519507959374074,9.3,0.4763848266414171
9.4,0.022761653206249063,9.4,0.4786488846996983
9.5,0.02300379845312405,9.5,0.48093715728266695
9.600000000000001,0.023245943699999046,9.600000000000001,0.48324964439032314
9.700000000000001,0.023488088946874035,9.700000000000001,0.48558634602266676
9.8,0.023730234193749023,9.8,0.4879472621796979
9.9,0.02397237944062401,9.9,0.49033239286141655
